,y,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10_1,var_10_2,var_10_3,var_10_4,var_10_5
23,0.6152120287089875,0.2390437994669683,0.43242730441173777,0.06030007726211345,0.6751008716496879,0.3441293033312575,0.6539987594454795,0.31504559946407606,0.5192199976529894,0.9848631837676667,0,0,1,0,0
24,0.7678785697962459,0.3386745977618873,0.6106336678925439,0.05029148709633191,0.4278950650825752,0.03384661986577778,0.5590433070046982,0.7232182686215332,0.7428703445208948,0.7744686022504109,0,0,1,0,0
25,0.7803359454447042,0.10103727373706649,0.6256151519348523,0.3389175346724524,0.7523689008764168,0.38864903331368417,0.678567419779582,0.6387659730224318,0.481721995838459,0.921589305931769,0,1,0,0,0
26,0.6547657488438733,0.23469037612685673,0.45723381477258035,0.18258095118434114,0.9066689658136612,0.35879390332700534,0.7519030326847962,0.5784378485052778,0.5065152042121606,0.4999768972812766,0,1,0,0,0
27,0.40576829015994753,0.5202160339459297,0.8582581556740453,0.18042816966202394,0.3258617631343743,0.3389314600023212,0.9590747602164365,0.5783241000468557,0.5696123851989807,0.6458886235618418,0,0,0,0,1
28,0.9240099468659557,0.6253651600344678,0.7710233073980436,0.17400098527465999,0.37139822700816005,0.43424980197752017,0.8148073225339958,0.5025952169459662,0.7208521532176666,0.7273834729129846,0,0,0,1,0
29,0.849040207269798,0.22327163369645625,0.6867329283057071,0.3493569643745078,0.5945834015420228,0.4704030326421482,0.9132455519006546,0.6000624067410384,0.37313660572471996,0.8618939829704707,0,1,0,0,0
30,0.6216544949438207,0.13468366007272498,0.46363609226416425,0.49587635215036374,0.8110460562700713,0.04452753059338607,0.42655933405334706,0.335042226327676,0.35132417223259393,0.8950932268423929,0,0,0,0,1
31,0.8755868860105346,0.11796659663988861,0.7017084133448073,0.03473231613942834,0.5371858491415191,0.10855012769826614,0.6440691664082898,0.16411516143519483,0.5208664102331797,0.707746435771263,0,0,0,0,1
32,0.40576829015994753,0.5180915251915656,0.9090656493918259,0.04147805146700351,0.30623715788417155,0.10091961309162727,0.7219221778030206,0.5031269866661442,0.8433803400203945,0.5068477486863757,0,0,0,0,1
33,0.40576829015994753,0.34841025154230804,0.9027009284021476,0.4373561280215903,0.4353267905448993,0.6613169818281169,0.9010002948245412,0.6562844227849929,0.37020824880472936,0.6936424688590358,1,0,0,0,0
34,0.9851391501751546,0.2750294971608866,0.7704632499237997,0.22002382270039592,0.7076619245697837,0.22858458884054705,0.6532492459057376,0.5391103639002959,0.5554691308835745,0.7359417766427927,0,0,0,0,1
35,0.9298326689893204,0.13513541229466214,0.7130759767188999,0.22678642551034708,0.40697672123668105,0.29414113503055717,0.7330871525183578,0.5765274935906071,0.5378573480160451,0.745105836883054,0,1,0,0,0
36,0.7397112152409642,0.47462913265947615,0.6483858763832191,0.13187075177353244,0.5795071969120748,0.2885353300393197,0.9420102989094687,0.5421067413828676,0.6466291806257363,0.7875134952858003,0,0,0,1,0
37,0.7009685587626867,0.22759806936374205,0.5722711375891898,0.12288224903938952,0.449386735561623,0.29996481536539854,0.5857872812136564,0.5063468565027339,0.6232037499527143,0.8171568491572828,1,0,0,0,0
38,0.7072688496533892,0.5573003224652994,0.62238223401256,0.0538603278578389,0.3050039165209021,0.24470484883265237,0.35119091725054147,0.7554617033209421,0.43832275520703984,0.7603497258945594,0,0,0,1,0
39,0.6539272738540318,0.1330227700016995,0.5225177904701428,0.24449235420048931,0.6770798557961678,0.3656480566183518,0.6625448691269045,0.5284571158764093,0.4751839687347336,0.9245327269730955,1,0,0,0,0
40,0.6481987164807157,0.3041433301526824,0.5692495896828516,0.23776541050514188,0.7872339971778368,0.4158816730040817,0.5964680716769162,0.6446578923139559,0.5606511059496853,0.9183136792172485,0,0,0,1,0
41,0.882962261572358,0.6260268406604967,0.6982770063691724,0.22466166407261462,0.4356472865876611,0.5062137189014171,0.8246954452320334,0.8657094556616339,0.6180933654891152,0.7703014545908728,0,0,1,0,0
42,0.8031883852268923,0.152700183115343,0.6494591669848113,0.11209253795514024,0.6358094405346255,0.28458791813678386,0.766602400960984,0.2336322340742602,0.3462742949993631,0.7804070494934698,0,0,0,0,1
43,0.6416193221023547,0.36103885458218327,0.4918981020581415,0.054043089385112486,0.7747781886554886,0.23835857253935275,0.5699008294404844,0.5524728085846862,0.6719163074638901,0.8989144370214994,0,0,0,0,1
44,0.6750760441103767,0.3787349785103938,0.5460060298399412,0.24720507478041182,0.4288294240590335,0.48651102916189304,0.7720811616253904,0.7173631697647771,0.6973554135224729,0.8946405644402777,1,0,0,0,0
45,0.9095313182775935,0.35857365663543417,0.7160598303734704,0.24571050365288788,0.5226366118161048,0.3527512672260178,0.8546448821298183,0.6226528399836235,0.6711305083683476,0.750106761931988,0,0,1,0,0
46,0.40576829015994753,0.44158094815102494,0.8244147210035851,0.29364907906207,0.25592784007204894,0.5264971226649073,0.9508871675481587,0.5194307933273075,0.7257468613568352,0.6572987494045701,1,0,0,0,0
47,0.40576829015994753,0.5344077226402243,0.8027812598793159,0.2788333972567788,0.46049248190715253,0.42699592398227837,0.8226074740948035,0.6962692770155411,0.6170492864841175,0.6690825997886414,1,0,0,0,0
48,0.40576829015994753,0.2563851519975935,0.8063800688408568,0.29397913818716487,0.24203446537389678,0.5519665040913799,0.9475142394283471,0.43405341319260926,0.3659136493450006,0.7145968515619131,0,0,0,0,1
49,0.40576829015994753,0.15723678032522845,0.767605958352519,0.17770684771048045,0.2803995339773349,0.32155476185232434,0.687530357790253,0.29267421836467195,0.5254890898403413,0.6521893138836299,0,1,0,0,0
50,0.8271590627394204,0.24647373263181754,0.6390669353510208,0.09387320182719971,0.34185105785562364,0.29163036786671337,0.779156565927173,0.35794212276745074,0.6689862651725211,0.7271086534884842,0,1,0,0,0
51,0.8483190556919242,0.2604544020876245,0.7097218311442586,0.33593884566420595,0.6286909462421377,0.33301157092521194,0.48430813885895474,0.81512543454678,0.34338945936966625,0.7771080592368631,1,0,0,0,0
52,0.9724739636022666,0.44388181906577795,0.7703185880619776,0.2188507031655832,0.4776454081826531,0.26838322988809005,0.7928565075079426,0.6176783232350765,0.7147092388249507,0.6583656426925226,1,0,0,0,0
53,0.40576829015994753,0.3480427018739175,0.8176664476109198,0.16839142290940318,0.2753558485637937,0.3301340153108774,0.9194093330235813,0.2792866443002539,0.6081635754165533,0.6002924979082268,0,1,0,0,0
54,0.6821361357578737,0.1762384688287129,0.5714663508505418,0.35001301070890267,0.8467657002472978,0.44002522781621695,0.6982304692638803,0.7384257371287255,0.5145669971185551,0.9414246753887034,0,0,1,0,0
55,0.6279039831326798,0.31888833928046195,0.4086099461011483,0.49587635215036374,0.4938723736212405,0.49680142790688725,0.34056859831917596,0.5120912507882416,0.528579960922096,0.8521277420451208,0,1,0,0,0
56,0.9007270989226256,0.27011661220457844,0.7264530325146598,0.07308797870070666,0.48903568164659555,0.10416657002804358,0.4946837976587844,0.5984500540238498,0.47630998864634805,0.6081477056647318,1,0,0,0,0
57,0.6232256598642629,0.3465931071290913,0.48383434040610707,0.49587635215036374,0.4705443292085631,0.2451528330070133,0.6773651190699568,0.38292998968561504,0.34516230340658716,0.8008151622693604,1,0,0,0,0
58,0.624599593570711,0.20755353120248077,0.4857152031790001,0.08823420669053786,0.3939277054842424,0.27395701362244285,0.5821824929844793,0.5113548981434155,0.8967132078559801,0.8472849941154759,1,0,0,0,0
59,0.8563195217828128,0.3953224365371863,0.6884440487284629,0.268269713397017,0.5908705516850022,0.4467755748260206,0.7936736092387973,0.6315614255259154,0.4317567987248788,0.8044349176841182,0,0,0,0,1
60,0.8569238600656272,0.14837703800975788,0.7010024089362574,0.33879378746061045,0.5523450219843012,0.4270008499529736,0.8933663757235579,0.4745396272310417,0.4864850864070796,0.8005231328564651,0,0,1,0,0
61,0.8902899162437867,0.3800089581495238,0.7032546889487561,0.23461604862678634,0.29458272890424625,0.36414799238965917,0.6896047502748021,0.5175838563510677,0.4185679244899085,0.7427459714848692,0,0,1,0,0
62,0.40576829015994753,0.45012249249640157,0.8202545686389092,0.19052322678457434,0.3239904991495651,0.3474044025489676,0.7084641280198325,0.41363520999539494,0.4326879198239057,0.5917498875317878,1,0,0,0,0
63,0.6334147490225623,0.06597358544923274,0.4974097007323187,0.1384321305240856,0.8104541381647566,0.22941247244666987,0.5756728512386582,0.14921895691065426,0.2488829959945634,0.8760087275589388,1,0,0,0,0
64,0.8105124905624909,0.07614389122272287,0.6799553054965464,0.33119932967767646,0.6853393324193414,0.48198370469800605,0.6888451630083988,0.42511653587627213,0.42429061071252605,0.801068586194396,1,0,0,0,0
65,0.40576829015994753,0.37543957130742894,0.903088384508429,0.1859161715814041,0.2821288632741074,0.16557696493844473,0.7364280081226309,0.5824327942799035,0.833759949706101,0.49988512513368566,0,1,0,0,0
66,0.40576829015994753,0.08492125754243585,0.8201737667173044,0.31708732284071894,0.7379855934912978,0.3403926246420957,0.7317099350046063,0.28112923304954013,0.3468213470231256,0.6596464380188909,1,0,0,0,0
67,0.40576829015994753,0.501928141840975,0.8166274591625022,0.12313829098788737,0.6796484379580948,0.09879313288584843,0.5146681068677919,0.06684759531264176,0.400207278708047,0.5767870846948837,0,0,1,0,0
68,0.40576829015994753,0.20184595925452892,0.8894557159574725,0.2962659038556944,0.3161834143182912,0.4109782644763849,0.5361466610130516,0.5390767905835498,0.4063645811025174,0.5716786293564192,1,0,0,0,0
69,0.40576829015994753,0.37352445223138925,0.8398093526543459,0.15923637179423855,0.42888953426113485,0.30227885883462546,0.794275327347473,0.36346236810696847,0.43111032366327856,0.5605839049337951,0,1,0,0,0
70,0.7222326606405396,0.4579081611496636,0.6913159863842155,0.3791846463467513,0.43474733607114036,0.6356331194551672,0.9796090142061258,0.7051382138588649,0.2694292472572775,0.841868725256756,0,0,0,1,0
71,0.9899822223301297,0.36928861567207205,0.7660175042809367,0.22892186927511166,0.32312738471451685,0.4902060524484548,0.890836079118031,0.47309857276294187,0.43224845272845763,0.6763583279570682,0,0,1,0,0
72,0.6118907078105218,0.3452619511356591,0.5312418714035195,0.08060597520406351,0.747326859400313,0.12969135727343623,0.5571123428847895,0.46899800784009327,0.7651929695602633,0.830283737143958,0,0,0,1,0
73,0.916175306271556,0.3755680235402302,0.7917990431479275,0.3511808453107643,0.4477154181349976,0.6064623419603008,0.9947071434392982,0.5931104837683667,0.4292336126204527,0.7285132815528674,0,0,0,1,0
74,0.40576829015994753,0.022145886597982847,0.953053304085002,0.2637879918020691,0.3869097160622221,0.3455115374336054,0.9908103502978278,0.2356826381882215,0.4147122890833779,0.5002175792483909,0,0,1,0,0
75,0.6964888230877647,0.356581789450403,0.5423433725985014,0.2622488391864634,0.608738670871469,0.30733231688270946,0.48948901345605667,0.8419378742780379,0.5090150350771783,0.8931293632358314,0,0,1,0,0
76,0.40576829015994753,0.36551965990788265,0.8275741846517568,0.3211057241864564,0.6096406178368272,0.40089908057847945,0.7169112432687363,0.6755739266328897,0.3751214182690389,0.6822595231476,0,0,0,0,1
77,0.7248083784980603,0.33232445973061986,0.6366710938945384,0.24140149451056483,0.5906669772928783,0.33881265717733206,0.6924565942513388,0.7901841032986638,0.5572007242570676,0.7988063500418696,0,0,0,1,0
78,0.40576829015994753,0.4536725538881401,0.7810169602335406,0.16815650225396045,0.5550673616691333,0.2025138394458235,0.5642698449823054,0.6571385233035691,0.654090581601031,0.6390160009979805,0,0,0,0,1
79,0.40576829015994753,0.44348171364320216,0.9186538163044194,0.29405871015117835,0.40549218066785575,0.3498118621765989,0.5664940547357726,0.5604799663675442,0.34693921528601157,0.548644599656439,0,1,0,0,0
80,0.698983513940802,0.3555822831826091,0.5579591137272626,0.49587635215036374,0.33005523874978293,0.22891843551016797,0.7934490102727365,0.3515537699571192,0.7080719229650096,0.7388271204451684,0,0,0,0,1
81,0.6046532025190476,0.33299257009388716,0.5229783896452129,0.1172033319431108,0.8007106243213801,0.12885197329958306,0.5060507196167486,0.5184080912766706,0.6060321141526221,0.848673735703572,0,0,0,1,0
82,0.7306806095287048,0.16813242907678697,0.5522429368761081,0.49587635215036374,0.5378697670737054,0.49680142790688725,0.42021117787535134,0.31615550053185193,0.7359300180702184,0.7028781910885844,0,1,0,0,0
83,0.8799155227723715,0.23865396253967985,0.7648069271994359,0.40714394489609695,0.5749085930198974,0.4319695267069523,0.6893377584723095,0.6910820162701775,0.6625390150144406,0.7545996851180627,0,0,1,0,0
84,0.40576829015994753,0.3325254715469635,0.8846874988751827,0.31934256920835713,0.48695328048799297,0.3234623313792035,0.7597642964024767,0.6128341960435191,0.5644501921794229,0.5904067700026755,0,0,1,0,0
85,0.40576829015994753,0.3109495688338654,0.937116275467328,0.35337440962321837,0.508765645964308,0.3961512367800449,0.5020690022165106,0.3854070024035327,0.6336525917616853,0.5761447873990825,0,0,0,1,0
86,0.40576829015994753,0.17391467591143994,0.796326469584185,0.275564693177179,0.70510320038393,0.22225117256805,0.731104931791055,0.41583831936675086,0.815997444453018,0.6760328928072137,0,0,0,0,1
87,0.6123111505621884,0.501928141840975,0.6141800247237195,0.4306889858478155,0.619918422435225,0.5818891960632846,0.7292814806427046,0.4322458290295246,0.3377371533309089,0.8914306457807607,1,0,0,0,0
88,0.40576829015994753,0.5213900353099093,0.8627523607434702,0.32612628451105147,0.38075079587618044,0.4350348265306392,0.9446598062123728,0.7696606162459969,0.4941651463345669,0.6327440887470623,0,0,0,0,1
89,0.40576829015994753,0.41127365020079704,0.49932229498619435,0.37581526962577977,0.14998546912443902,0.4687294216726088,0.5020690022165106,0.5300189916558847,0.7253760376905953,0.4563439901336576,0,0,0,0,1
90,0.40576829015994753,0.4919753229155253,0.9647958862877583,0.3322196415091077,0.20022383193567242,0.3776172890914256,0.8553067741630265,0.6308077559350944,0.6415659574435422,0.5157584216181792,0,0,1,0,0
91,0.8678879574995644,0.4673798219374109,0.6964579173276788,0.2400380910157907,0.5966292410968721,0.22683500679198917,0.4801655680645073,0.848996964918861,0.6727560723564998,0.7443828850783204,0,0,0,0,1
92,0.40576829015994753,0.5745298015756786,0.9307330447434061,0.22966306004863837,0.10250128645949677,0.3518907771679588,0.7910269516258104,0.6097441748953284,0.37815375592324696,0.4820918962739162,0,1,0,0,0
93,0.40576829015994753,0.501928141840975,0.49932229498619435,0.34182251268094344,0.35592622320581346,0.25357549758328224,0.7619952586105754,0.3358469469928897,0.45836746500547215,0.49019221185818296,0,0,0,0,1
94,0.7038117455183807,0.2067937847861246,0.5750165360211466,0.2289505114661064,0.7990074530441383,0.3276466155974044,0.6781888863603326,0.37838507202767224,0.6037166154725045,0.8223652789741501,1,0,0,0,0
95,0.9111554376296227,0.5887121639185751,0.7005651968023672,0.24499807812233765,0.410649426007591,0.47840539490218936,0.7996469322496803,0.8107263878702801,0.2824258335494374,0.7115832392971714,0,1,0,0,0
96,0.7492332694204902,0.22893913740555832,0.7460999642708215,0.4291674968026744,0.4471808309356714,0.6369666744533217,0.6784689413161353,0.751874514887631,0.1531787882176508,0.789228178356213,0,0,0,1,0
97,0.40576829015994753,0.22114244590257368,0.880888839304033,0.38847710632818827,0.6296213508147479,0.4662004736039257,0.7668198703006637,0.4917352301489937,0.5288103400564714,0.631821485839728,0,0,1,0,0
98,0.8425141851768208,0.03776924554325997,0.6752490702526932,0.3191728727320489,0.5025061755101884,0.43512795815787686,0.7847656356733654,0.3949985906436342,0.4453955419139534,0.780461972194563,0,0,1,0,0
99,0.8238009370550325,0.6457082069473034,0.7086355726217486,0.2393115483588794,0.7394920360013612,0.21645178329164377,0.6185643554587421,0.7893772610063418,0.7034671714958851,0.7250772448952697,0,0,0,1,0
100,0.6528742947042507,0.25625370644097223,0.5737963279119722,0.2694643707076781,0.7241021257233243,0.2318318727370993,0.3735593887162428,0.5717971874943883,0.779081132983459,0.8688098060089698,0,0,0,1,0
101,0.40576829015994753,0.5493521119726228,0.9028841602254071,0.3677108162593452,0.15724640375484716,0.5298278936486405,0.941701247525035,0.8659868468956723,0.7335151390003805,0.5907913169082333,0,0,0,1,0
102,0.40576829015994753,0.30368020591000655,0.7980706028055939,0.27274025123763124,0.4897934604451589,0.31691005069297246,0.7239147005327882,0.44815504374287596,0.5227127809943664,0.6370617401873593,0,0,1,0,0
103,0.7976350481686948,0.13521379031687614,0.6353274275207067,0.26275265079017196,0.7051548856681722,0.25126490195528817,0.6398317136685587,0.5211460696958385,0.5200681685066262,0.7795235068282669,0,0,1,0,0
104,0.6335496251500459,0.2675594421303212,0.42016013179982714,0.11262099620138208,0.6189537426666311,0.2373194047162978,0.4735772579206823,0.48273017896826903,0.6511446887686594,0.8973921646176004,0,1,0,0,0
105,0.9388999183064534,0.47914276297103986,0.7426702064067612,0.1380627531832281,0.40464772548757605,0.19732836205031368,0.6581338107598076,0.7425540210234763,0.8669684610998096,0.6237172197991965,0,0,0,0,1
106,0.8093692512673507,0.4735299078537746,0.702275103893242,0.0,0.2796463664881369,0.037943319063530656,0.6250638779166819,0.3472453284162755,0.6798839751607018,0.5474958143767177,1,0,0,0,0
107,0.9554896470933405,0.37627794916634055,0.7297048480579434,0.30662372594605397,0.5869307853234159,0.2430894043028987,0.6166992482035849,0.7404584219529933,0.6697478690834073,0.6957831675030081,0,1,0,0,0
108,0.9062848497090092,0.38364209848313796,0.754928870280168,0.3477567955112692,0.5666349339321335,0.42007102374739463,0.47285534680063435,0.7860446897505606,0.5347884403720908,0.6902339129430218,1,0,0,0,0
109,0.40576829015994753,0.3188076439192095,0.7650166911877034,0.30908582759859077,0.4859385888705809,0.34452921658181956,0.8484487621695826,0.5945975227429285,0.6961306323895864,0.6616196864936965,0,1,0,0,0
110,0.6394737613211685,0.18927172636663953,0.471677745227997,0.15782661590778047,0.7490912931839834,0.22607051502262107,0.4411512702408847,0.5744919433257645,0.47749960940396435,0.8746719108372819,0,0,1,0,0
111,0.6131992547863019,0.2976037046423323,0.4287300322966088,0.12989980494290757,0.6349807581997453,0.29635360596697535,0.3984625819327097,0.5608424621398993,0.6461840606850677,0.9062432383601177,0,0,1,0,0
112,0.8591679788359318,0.5430384942667983,0.6989877018489526,0.18257023711740816,0.4754842603705887,0.22895866440482027,0.533635637555126,0.6471294053496448,0.9191150660747172,0.6522260952359562,1,0,0,0,0
113,0.6978016777450318,0.7013654380794648,0.5350504479765907,0.3272275784027484,0.5853745253165168,0.5906987159788815,0.7934583888385148,0.8840913560869866,0.8499137116282423,0.9057503979259337,0,1,0,0,0
114,0.7139119281789397,0.12804859863071533,0.534235776845386,0.27121522014582145,0.3705441517185501,0.42960890735608065,0.6635637772363668,0.5643789866097352,0.45155547290543036,0.8541886189120089,0,1,0,0,0
115,0.4984697622135964,0.5650169221955436,0.42875793477959157,0.40215719556724877,0.6937988187807838,0.6437913025225206,0.7377597839558341,0.5042624720053154,0.5207967694546285,0.4999768972812766,0,0,0,0,1
116,0.753834337420298,0.50741185158341,0.6197914533120745,0.28589213601903957,0.5438813266158213,0.4385503146702619,0.6633426869539523,0.7149080812514417,0.8616071428221226,0.7837579815467615,1,0,0,0,0
117,0.6582585946901076,0.5894266765501954,0.49742075313303313,0.18700656115180375,0.6328832540720062,0.32883971817214364,0.4999991861685784,0.6950222014354813,0.8061178191854881,0.874024127354448,0,0,1,0,0
118,0.6980772470463886,0.6386323413512728,0.5570345185353487,0.1502338413518708,0.4610714888901787,0.28418847696919114,0.5847123551144544,0.8327324140309824,0.731359483750736,0.8060208600170573,0,0,0,0,1
119,0.911869798865993,0.23072426514818772,0.7010504154549746,0.2661927955494159,0.44615874703913644,0.37275212441774286,0.6882725331553491,0.4389846200937402,0.2568775466494414,0.6996338595393574,0,1,0,0,0
120,0.678530682845897,0.28719813813019807,0.4914451778099986,0.49587635215036374,0.5073938575789374,0.12331685492331666,0.6072367055815185,0.267913776618668,0.28146069891555436,0.7191088137934991,0,1,0,0,0
121,0.6376249357193866,0.4276593950634375,0.4279668805361806,0.25351588106617895,0.7599749619499822,0.4227597520238042,0.6173452854019232,0.8338694584087963,0.37402496703356974,0.9534546529588132,0,1,0,0,0
122,0.40576829015994753,0.5040432303964578,0.874491920222802,0.251010984115691,0.4079286248205847,0.30899707077507776,0.6300523519437458,0.5788607511203592,0.5905590427289472,0.5159620235707714,1,0,0,0,0
123,0.9754033481945227,0.30027269112250704,0.7573461119122895,0.21796875649011108,0.6369639996797514,0.21949090153233738,0.7305889744592925,0.42901241467666923,0.7317368038042735,0.6293146710280471,0,0,1,0,0
124,0.40576829015994753,0.36667739572799474,0.9544391829851369,0.3976418191301175,0.3727891386662726,0.42750314563540787,0.7143900788696073,0.6462044859343463,0.4270235635510709,0.5563736983443471,0,0,0,0,1
125,0.8579222076565175,0.47125944003254217,0.6895634651118913,0.148144066253869,0.339313166570501,0.3323874682462029,0.7423000140181777,0.4136046556290544,0.6926114305092987,0.6801974660851016,0,0,0,0,1
126,0.40576829015994753,0.5446285696456049,0.9590629715437261,0.4005208688288662,0.5761945324316153,0.41961028811977374,0.8563277468533412,0.6924949562478777,0.7146053726754336,0.514725757349595,1,0,0,0,0
127,0.9903953052670355,0.24094925029648112,0.7899588590095191,0.37032729695369504,0.4356283536919957,0.45323709010986757,0.685447831453669,0.5425507636104581,0.8026191367017317,0.6655135608932581,0,1,0,0,0
128,0.4496681987100408,0.07198239303674879,0.4580944577957703,0.4056442057594953,0.8534285349567466,0.5108200393250016,0.8139633316983628,0.48608229489280746,0.5345328652781647,0.4999768972812766,0,0,0,1,0
129,0.7025474645954535,0.4816830268416764,0.5487940814528302,0.06780581754862361,0.5137854934481858,0.23263422629680613,0.5856233399665265,0.5238809905011713,0.6750309957206841,0.7451773087023731,0,0,1,0,0
130,0.6639851088639084,0.2817553449707297,0.47120462484736825,0.19256676242006607,0.568642953302468,0.3786680957593513,0.4487537982014209,0.7130046705022735,0.3838240243555572,0.8695486301158313,0,1,0,0,0
131,0.40576829015994753,0.3548229058087903,0.8695320779302596,0.19351828731203458,0.5523559284987349,0.10546239551698545,0.6204989856129024,0.4451127337054429,0.7927921816876606,0.5125957720075576,0,0,0,1,0
132,0.7476618416184768,0.2844639089371311,0.5693690671675338,0.2291882508010748,0.5764544609488809,0.3372603739185811,0.44631295889080286,0.6574728062111176,0.3449669412881482,0.7962612120443314,0,1,0,0,0
133,0.8950042927821741,0.2710230456582016,0.7064270173536733,0.29077270878348793,0.4058222238072009,0.39808109452858975,0.5733117499813678,0.5383589214602928,0.37334464272656737,0.7106593615029695,0,0,1,0,0
134,0.6565015362392348,0.31113921571451447,0.5254931899327833,0.18026703796284202,0.4732130568257732,0.20549311005035992,0.4111169572758361,0.6413042674098999,0.749294254511994,0.7938508246277334,1,0,0,0,0
135,0.7183064640235293,0.5168543458444731,0.5991580036835615,0.32264858602309315,0.6306593774316122,0.40756397058240007,0.634450003569569,0.7565019078181514,0.5419137664763931,0.8122740322578489,1,0,0,0,0
